MASHONALAND WEST PROVINCE: 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS:30 JULY 2018 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Makonde,Mhangura,Makonde RDC,4,Richmond Primary School,7000MAK0409 B,0,57,0,0,0,1,0,0,0,0,0,1,0,1,432,0,1,1,1,0,0,0,0,6,0,501,495
Makonde,Mhangura,Makonde RDC,4,Ringari Primary School,7000MAK0410,0,28,0,0,0,0,1,0,0,1,0,0,0,0,229,0,0,0,1,0,0,0,0,2,0,262,260
Makonde,Mhangura,Makonde RDC,4,Silverhills Primary School,7000MAK0411,6,33,0,0,0,1,1,0,0,0,0,0,1,0,315,0,0,0,0,0,0,1,1,1,0,360,359
,,,,,Ward Total,24,648,17,1,1,19,4,16,2,4,0,1,4,8,4450,7,4,6,12,5,3,2,5,88,0,5331,5243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makonde,Mhangura,Makonde RDC,5,Chifundi Primary School,7000MAK0501,2,66,2,0,0,2,0,4,0,0,0,0,0,1,536,2,1,0,3,1,1,0,2,4,0,627,623
Makonde,Mhangura,Makonde RDC,5,Fynnland Primary School,7000MAK0502 A,1,25,1,0,0,1,1,0,0,0,0,0,0,0,436,1,1,0,0,0,0,0,1,8,0,476,468
Makonde,Mhangura,Makonde RDC,5,Fynnland Primary School,7000MAK0502 B,3,18,1,0,0,0,1,0,0,0,0,0,0,0,440,0,0,0,0,1,0,0,3,4,0,471,467
Makonde,Mhangura,Makonde RDC,5,Kuti Primary School,7000MAK0503,2,57,2,1,0,2,3,1,0,0,0,2,0,0,269,1,0,0,0,0,2,0,0,8,0,350,342
Makonde,Mhangura,Makonde RDC,5,Slaughter Primary School,7000MAK0504,2,39,2,0,0,3,2,0,0,0,0,1,0,1,350,1,1,0,2,2,0,0,0,5,0,411,406
Makonde,Mhangura,Makonde RDC,5,Tendera Primary School,7000MAK0505,1,20,1,0,0,0,0,1,0,0,0,0,0,0,308,0,0,0,0,0,0,0,1,2,0,334,332
Makonde,Mhangura,Makonde RDC,5,Zintafuli Secondary School,7000MAK0506,0,34,0,0,0,0,1,0,0,0,0,0,0,1,250,0,0,0,0,0,0,0,1,8,0,295,287
,,,,,Ward Total,11,259,9,1,0,8,8,6,0,0,0,3,0,3,2589,5,3,0,5,4,3,0,8,39,0,2964,2925
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makonde,Mhangura,Makonde RDC,6,Baguta Primary School,7000MAK0601,4,49,2,0,0,0,1,1,1,0,0,0,0,0,297,0,0,1,0,3,0,0,1,4,0,364,360
Makonde,Mhangura,Makonde RDC,6,East Range Primary School,7000MAK0602,2,25,0,1,0,0,0,1,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,8,0,597,589
Makonde,Mhangura,Makonde RDC,6,Glynammel Primary School,7000MAK0603,2,35,0,0,0,1,0,0,0,0,0,0,0,0,550,0,0,0,0,0,1,1,2,7,0,599,592
Makonde,Mhangura,Makonde RDC,6,Lomagundi College,7000MAK0604,0,65,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,81,81
Makonde,Mhangura,Makonde RDC,6,Nyamugomba Clinic,7000MAK0605,0,12,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,1,0,0,2,0,249,247
Makonde,Mhangura,Makonde RDC,6,Scaffel Primary School,7000MAK0606,0,36,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,4,0,356,352
,,,,,Ward Total,8,222,2,1,0,1,1,2,1,0,0,0,0,0,1973,0,0,1,0,3,2,1,3,25,0,2246,2221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makonde,Mhangura,Makonde RDC,7,Murereka Primary School,7000MAK0701 A,0,231,1,0,0,0,1,3,1,0,0,0,0,0,219,0,0,0,2,0,0,0,0,3,0,461,458
Makonde,Mhangura,Makonde RDC,7,Murereka Primary School,7000MAK0701 B,1,200,0,0,0,0,0,0,0,0,0,0,0,0,251,1,0,0,2,0,0,0,0,6,0,461,455
Makonde,Mhangura,Makonde RDC,7,Murereka Secondary School,7000MAK0702,2,278,0,0,0,1,0,3,1,0,0,0,0,0,247,0,0,1,0,0,0,1,0,17,0,551,534
,,,,,Ward Total,3,709,1,0,0,1,1,6,2,0,0,0,0,0,717,1,0,1,4,0,0,1,0,26,0,1473,1447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makonde,Mhangura,Makonde RDC,11,Chebanga Primary School,7000MAK1101,0,128,0,0,0,1,0,1,0,0,0,0,0,0,181,1,0,1,2,0,0,0,1,2,0,318,316
Makonde,Mhangura,Makonde RDC,11,Greenfields Primary School,7000MAK1102,9,106,2,0,0,0,2,0,0,0,0,0,0,3,471,1,0,0,1,3,0,0,0,8,0,606,598
Makonde,Mhangura,Makonde RDC,11,Mhangura Government Primary School,7000MAK1103,0,210,0,0,0,0,0,1,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,2,0,388,386
Makonde,Mhangura,Makonde RDC,11,Mhangura Mine Primary School,7000MAK1104 A,1,342,1,0,0,0,0,4,0,0,0,0,0,0,301,3,1,0,0,0,0,2,1,9,0,665,656
Makonde,Mhangura,Makonde RDC,11,Mhangura Mine Primary School,7000MAK1104 B,2,344,1,0,0,1,0,2,0,0,0,0,0,0,286,0,1,2,2,0,1,0,2,4,0,648,644
Makonde,Mhangura,Makonde RDC,11,Hundred Ends Primary School,7000MAK1105,4,42,1,0,0,1,1,6,0,0,0,0,0,1,171,0,0,0,0,0,0,0,1,4,0,232,228
Makonde,Mhangura,Makonde RDC,11,Onapatari Primary School,7000MAK1106,0,15,0,0,0,0,0,0,0,0,0,0,0,0,339,1,0,0,0,0,0,0,1,7,0,363,356
Makonde,Mhangura,Makonde RDC,11,Ponderosa Primary School,7000MAK1107 A,1,27,0,0,2,1,0,1,1,0,0,0,0,1,400,1,0,0,0,1,0,0,0,11,0,447,436
Makonde,Mhangura,Makonde RDC,11,Ponderosa Primary School,7000MAK1107 B,1,29,1,0,1,0,1,0,0,0,0,0,0,0,397,2,0,0,0,0,0,0,1,4,0,437,433
Makonde,Mhangura,Makonde RDC,11,Ridziwi Secondary School,7000MAK1108,4,139,2,0,1,2,1,6,0,0,0,0,0,0,260,4,0,0,1,1,0,0,1,6,0,428,422
Makonde,Mhangura,Makonde RDC,11,Wildene Primary School,7000MAK1109,3,20,1,0,0,0,1,0,0,0,0,0,1,0,464,0,0,0,1,1,0,0,0,6,0,498,492
Makonde,Mhangura,Makonde RDC,11,Mhangura Registrar General's Sub Office,7000MAK1110,1,155,1,0,0,0,0,0,0,0,0,0,0,0,80,2,0,1,0,1,0,0,1,1,0,243,242
,,,,,Ward Total,26,1557,10,0,4,6,6,21,1,0,0,0,1,5,3525,15,2,4,7,7,1,2,9,64,0,5273,5209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makonde,Mhangura,Makonde RDC,13,Arcadia Farm Settlement,7000MAK1301,0,16,1,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,192,192
Makonde,Mhangura,Makonde RDC,13,Chisaki Farm Settlement,7000MAK1302,0,29,0,0,0,0,1,0,0,0,0,0,0,0,314,0,0,0,0,0,1,0,0,6,0,351,345
Makonde,Mhangura,Makonde RDC,13,Hillrise Farm Settlement,7000MAK1303,0,32,0,0,1,1,1,0,0,1,0,0,0,0,261,1,0,0,0,0,1,0,0,3,0,302,299
Makonde,Mhangura,Makonde RDC,13,Highlands Farm Settlement,7000MAK1304,0,7,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,3,0,147,144
Makonde,Mhangura,Makonde RDC,13,Mtunzi Primary School,7000MAK1305,2,89,1,0,0,0,0,0,0,0,0,0,0,0,548,2,0,0,0,1,0,0,0,10,0,653,643
Makonde,Mhangura,Makonde RDC,13,Muni Primary School,7000MAK1306,0,19,0,0,0,0,1,0,0,0,0,0,1,0,198,0,0,0,1,2,0,0,0,2,0,224,222
Makonde,Mhangura,Makonde RDC,13,Pfupi Primary School,7000MAK1307,2,23,0,0,0,0,1,1,0,0,0,0,0,0,350,0,0,0,0,0,0,0,1,12,0,390,378
Makonde,Mhangura,Makonde RDC,13,Sheepridge Farm Settlement,7000MAK1308,1,26,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,1,1,0,0,0,3,0,239,236
,,,,,Ward Total,5,241,2,0,1,1,4,1,0,1,0,0,1,0,2190,3,0,0,2,4,2,0,1,39,0,2498,2459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,126,4463,65,9,11,57,34,66,14,12,1,6,9,29,24924,52,16,18,43,33,17,8,36,446,0,30495,30049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,1,Makwavarara Primary School,1000MNG0101,2,237,2,1,0,1,0,8,1,0,0,0,0,0,189,1,0,0,9,2,0,2,0,6,0,461,455
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,1,Murambwa Primary School,1000MNG0102,1,203,0,0,2,0,1,4,0,0,0,0,0,0,452,2,0,0,3,1,0,0,0,5,0,674,669
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,1,St. Michael's Mission,1000MNG0103,1,127,1,0,0,0,2,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,1,3,0,339,336
,,,,,Ward Total,4,567,3,1,2,1,3,12,1,0,0,0,0,0,845,3,0,0,12,3,0,2,1,14,0,1474,1460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,2,Gorekore Village Tent,1000MNG0201,0,33,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,103,103
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,2,Kaponda Primary School,1000MNG0202,0,66,2,0,1,1,0,2,1,0,0,0,0,1,268,1,0,1,1,0,1,0,0,8,0,354,346
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,2,Kaponda Secondary School,1000MNG0203,3,49,0,0,0,2,0,1,1,0,0,0,0,0,149,1,0,0,0,0,0,0,0,2,0,208,206
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,2,Mutemi Borehole Tent,1000MNG0204,0,73,2,0,0,1,3,2,0,1,0,0,0,0,128,1,0,0,0,0,0,0,0,3,,214,211
,,,,,Ward Total,3,221,4,0,1,4,3,5,2,1,0,0,0,1,614,3,0,2,1,0,1,0,0,13,0,879,866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,3,Chizinga Primary School,1000MNG0301,3,191,3,0,1,2,0,6,0,1,1,0,0,2,290,0,0,1,4,1,0,0,0,6,0,512,506
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,3,Mamina Library,1000MNG0302,0,103,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,4,0,207,203
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,3,Musinambi Secondary School,1000MNG0303,0,45,0,0,0,0,1,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,101,100
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,3,St Oswald Zimhindo Primary School,1000MNG0304,1,261,2,1,0,2,3,5,0,0,0,0,0,4,192,6,0,0,2,0,1,0,0,9,0,489,480
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,3,St Theresa Nehanda Primary School,1000MNG0305,0,103,0,0,0,1,2,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,2,0,191,189
,,,,,Ward Total,4,703,5,1,1,6,6,12,0,1,1,0,0,6,715,7,0,1,7,1,1,0,0,22,0,1500,1478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,Manyewe Primary School,1000MNG0401,5,109,1,0,1,3,1,0,0,0,0,1,0,0,195,2,0,1,1,0,0,1,0,4,0,325,321
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,Mukarati Clinic,1000MNG0402,1,59,0,0,0,0,3,1,0,0,1,1,0,0,118,0,1,0,1,1,1,0,0,2,0,190,188
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,Mukarati Primary School,1000MNG0403,5,76,2,0,0,1,3,0,0,0,0,0,1,0,183,0,0,0,0,0,0,1,0,5,0,277,272
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,Musena Primary School,1000MNG0404,2,167,2,0,0,2,1,5,0,0,0,0,0,0,157,2,1,0,1,0,0,0,0,5,0,345,340
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,St Bernards Nyatsambo Primary School,1000MNG0405,1,190,3,1,0,3,3,5,0,0,0,0,0,1,420,3,1,2,3,3,0,1,1,14,0,655,641
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,4,St Raphael Muzvezve Primary School,1000MNG0406,1,47,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,0,0,0,1,0,0,2,0,186,184
,,,,,Ward Total,15,648,8,1,1,9,12,11,0,0,1,2,1,1,1207,7,3,3,6,4,2,3,1,32,0,1978,1946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,5,Benhura Primary School,1000MNG0501,3,167,1,1,0,2,3,5,1,0,0,0,0,1,314,1,0,1,0,0,2,0,0,4,0,506,502
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,5,Benhura Secondary School,1000MNG0502,0,65,0,0,0,0,2,3,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2,0,128,126
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,5,Gasanyama Primary School,1000MNG0503,1,189,2,0,0,2,0,3,1,0,0,0,0,0,213,0,2,0,1,0,0,0,1,5,0,420,415
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,5,Mamina Primary School,1000MNG0504,2,313,3,0,0,0,0,6,1,0,0,1,0,2,271,1,0,2,0,1,1,1,0,5,0,610,605
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,5,Muchemwa Primary School,1000MNG0505,3,145,1,0,0,1,0,0,0,0,1,0,0,0,151,2,0,0,2,0,0,0,2,5,0,313,308
,,,,,Ward Total,9,879,7,1,0,5,5,17,3,0,1,1,0,3,1005,4,2,3,3,1,3,1,3,21,0,1977,1956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,6,Denya Primary School,1000MNG0601,4,79,1,0,1,0,0,0,0,0,0,0,0,0,150,1,0,0,1,1,0,0,0,2,0,240,238
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,6,Mandora Primary School,1000MNG0602,1,120,1,0,0,2,2,4,0,0,0,1,1,0,69,1,1,0,6,0,0,1,0,3,0,213,210
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,6,Mupereki Primary School,1000MNG0603,0,174,4,0,1,1,0,4,0,0,1,0,0,0,193,4,0,0,1,1,1,0,0,7,0,392,385
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,6,Nyika Primary School,1000MNG0604,0,280,2,0,0,1,2,7,0,0,0,0,2,0,269,0,0,1,0,0,0,0,0,18,0,582,564
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,6,Nyika Secondary School,1000MNG0605,4,100,0,0,0,0,1,0,0,0,0,0,0,2,91,1,0,1,4,0,0,2,0,2,0,208,206
,,,,,Ward Total,9,753,8,0,2,4,5,15,0,0,1,1,3,2,772,7,1,2,12,2,1,3,0,32,0,1635,1603
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,7,Gavhunga Clinic,1000MNG0701,2,225,0,0,1,0,1,4,1,0,0,0,1,1,287,4,0,0,1,2,0,0,0,2,0,532,530
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,7,Gavhunga Primary School,1000MNG0702,1,278,5,1,1,0,18,6,1,0,0,0,1,1,204,2,1,1,1,1,0,0,0,6,0,529,523
,,,,,Ward Total,3,503,5,1,2,0,19,10,2,0,0,0,2,2,491,6,1,1,2,3,0,0,0,8,0,1061,1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,8,Chirozva Primary School,1000MNG0801,1,207,2,0,1,0,1,6,1,0,0,1,0,0,304,0,1,0,6,0,0,0,0,2,0,533,531
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,8,Dondoshava Primary School,1000MNG0802,4,186,2,0,1,0,2,4,0,0,0,1,0,3,363,3,0,0,1,0,0,0,0,8,0,578,570
,,,,,Ward Total,5,393,4,0,2,0,3,10,1,0,0,2,0,3,667,3,1,0,7,0,0,0,0,10,0,1111,1101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,9,Batanai Primary School,1000MNG0901,5,158,2,0,1,1,2,5,0,0,0,0,1,0,215,3,0,1,3,1,0,0,0,5,0,403,398
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,9,Kuwirirana Primary School,1000MNG0902,1,91,0,0,0,1,2,3,0,1,0,0,0,0,207,0,0,0,1,0,0,0,0,3,0,310,307
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,9,Manyoni Clinic Tent,1000MNG0903,1,70,1,0,0,0,1,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,4,0,266,262
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,9,Rusununguko Primary School,1000MNG0904,1,137,2,0,1,0,0,7,0,0,1,0,0,1,280,1,0,1,1,0,0,1,1,0,0,435,435
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,9,Tafara Primary School,1000MNG0905,2,100,3,0,0,4,0,3,1,0,0,0,0,2,313,1,0,0,0,0,1,0,0,10,0,440,430
,,,,,Ward Total,10,556,8,0,2,6,5,18,1,1,1,0,1,3,1204,5,0,2,5,1,1,1,1,22,0,1854,1832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,10,Bumbe Primary School,1000MNG1001,1,153,0,0,0,1,0,1,0,0,0,1,3,0,381,0,0,2,0,3,1,0,0,8,0,555,547
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,10,Chingondo Clinic,1000MNG1002,0,116,1,0,0,1,0,1,0,0,0,0,0,0,266,1,0,1,1,0,0,0,0,5,0,393,388
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,10,Jondale Primary School,1000MNG1003,0,51,0,0,0,1,0,2,0,0,0,0,0,0,199,0,0,0,0,0,0,0,2,5,0,260,255
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,10,Paraiwa Tent,1000MNG1004,0,21,0,0,0,0,1,0,0,0,0,1,0,0,214,0,0,0,0,1,0,0,0,0,0,238,238
,,,,,Ward Total,1,341,1,0,0,3,1,4,0,0,0,2,3,0,1060,1,0,3,1,4,1,0,2,18,0,1446,1428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Bumbe Extension ECD,1000MNG1101,3,60,0,0,0,2,1,3,0,0,0,0,0,1,175,0,1,0,0,2,0,0,0,8,0,256,248
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Chingondo Primary School,1000MNG1102,2,208,0,0,0,1,0,1,0,0,1,1,0,0,233,2,0,1,2,2,1,0,0,13,0,468,455
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,David Guzuzu Primary School,1000MNG1103,2,109,2,0,0,1,1,4,0,0,0,0,0,0,247,0,1,2,0,0,0,0,3,8,0,380,372
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Munashe Junior Primary School,1000MNG1104 A,1,485,0,0,0,0,0,0,0,0,0,0,0,0,63,2,0,0,0,0,0,0,0,5,0,556,551
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Munashe Junior Primary School,1000MNG1104 B,0,484,0,1,0,0,0,1,0,0,0,0,0,0,74,1,0,0,0,0,0,0,0,2,0,563,561
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Ngezi Recreational Park,1000MNG1105,0,130,0,0,0,0,2,0,0,0,0,0,0,1,97,0,0,0,1,0,0,0,0,1,0,232,231
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Regis Bridge Junior School,1000MNG1106 A,1,637,1,0,0,0,0,1,0,0,0,0,0,0,128,0,0,0,1,0,0,0,0,1,0,770,769
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Regis Bridge Junior School,1000MNG1106 B,1,636,2,0,0,0,1,2,0,0,0,0,0,0,108,1,0,0,1,0,0,0,0,1,0,753,752
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Tangwena Primary School,1000MNG1107,1,115,3,0,0,2,2,2,2,1,1,0,1,0,424,0,0,0,0,0,0,1,1,9,0,565,556
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Turf A Primary School,1000MNG1108 A,0,368,0,0,0,0,0,1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,4,0,478,474
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Turf A Primary School,1000MNG1108 B,0,358,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,1,0,0,1,1,5,0,470,465
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Turf B Primary School,1000MNG1109 A,0,226,1,0,0,1,0,4,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,6,0,428,422
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Turf B Primary School,1000MNG1109 B,1,221,2,0,0,0,0,1,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,9,0,425,416
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Wanganui Primary School,1000MNG1110,3,190,4,1,3,1,6,6,1,0,2,0,0,0,342,1,0,1,1,1,2,0,0,6,0,571,565
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Wanganui A Secondary School,1000MNG1111,1,421,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,1,0,0,0,0,5,0,517,512
Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,11,Wanganui B Secondary School,1000MNG1112,2,195,0,0,1,0,2,4,0,0,0,0,0,1,326,0,0,1,0,0,0,0,1,15,0,548,533
,,,,,Ward Total,18,4843,16,2,4,8,15,30,3,1,4,1,1,3,2895,7,2,5,8,5,3,2,6,98,0,7980,7882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,81,10407,69,7,17,46,77,144,13,4,9,9,11,24,11475,53,10,22,64,24,13,12,14,290,0,22895,22605
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Brompton Tent,1000MNG1201,2,307,1,0,0,0,2,2,0,0,0,0,0,0,271,1,0,2,1,0,0,0,0,19,0,608,589
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Madhodha Secondary School,1000MNG1202,2,43,0,0,0,2,0,1,0,0,1,0,0,0,369,0,0,0,1,0,0,0,2,5,0,426,421
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Muzvezve Block 8 Primary School,1000MNG1203,1,58,0,0,0,3,0,5,0,0,0,0,0,2,711,0,1,3,1,1,1,0,0,6,0,793,787
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Rockbar Primary School,1000MNG1204,3,91,0,0,0,0,0,3,0,1,0,1,0,0,326,1,0,0,0,0,0,0,0,3,0,429,426
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Sable Ranch Primary School,1000MNG1205,1,23,0,0,2,2,0,0,0,0,2,0,0,0,396,2,0,1,1,0,2,1,0,6,1,439,433
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Twintops Primary School,1000MNG1206 A,2,63,5,0,0,3,0,2,2,0,0,0,0,1,420,1,0,0,0,2,0,0,0,7,0,508,501
Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Twintops Primary School,1000MNG1206 B,0,60,3,0,0,1,0,2,0,0,0,0,0,0,433,0,0,1,1,0,0,0,0,7,0,508,501
